target_year,reference_x_3435,reference_y_3435
2018,1178513.0248677891,1890828.9484467683
2018,1179251.2364887225,1876458.5370213196
2018,1179318.8534295436,1875835.6218471304
2018,1180923.1571179903,1875258.1065385437
2018,1180924.0219538396,1875226.956475465
2018,1181134.959845933,1874474.8199395712
2018,1181136.6097626672,1874414.769989743
2018,1181219.3747467762,1876413.650363668
2018,1181220.18695926,1876383.7875945976
2018,1181477.0260424342,1874335.7954778103
2018,1181477.6496908283,1874311.5211211808
2018,1182024.6686290829,1878699.6917407676
2018,1182044.6679109803,1878700.2221331
2018,1182825.9139230473,1876617.271127035
2018,1182826.3490776331,1876596.85959505
2018,1182826.9655337073,1876576.348658733
2018,1182827.423798683,1876555.8153010467
