File: construction_permits.csv
Rows: 26921
Columns: 18
SHA-256 (saved bytes): cd744764df0e0899be88dccfa001373439a1d7eab0c7cda6cc99b3519abd8471
Key: permit_id
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

               column inferred_type  non_missing  distinct                min                max               mean                 sd
            permit_id        BIGINT        26921     26921            1161353            3297826 2486889.3007689165  527026.1915014945
        permit_number       VARCHAR        26921     26921                  -                  -                  -                  -
          permit_type       VARCHAR        26921         3                  -                  -                  -                  -
                scope       VARCHAR        26921         9                  -                  -                  -                  -
           issue_date          DATE        26921      4234                  -                  -                  -                  -
           issue_year        BIGINT        26921        17               2006               2022 2013.6505330411203  5.245971407167281
              address       VARCHAR        26921     19905                  -                  -                  -                  -
        house_numbers       VARCHAR          412       387                  -                  -                  -                  -
        permit_pin10s       VARCHAR        14588     11860                  -                  -                  -                  -
         permit_units        BIGINT        15499       248                  0                958  9.356926253306664  46.60159965560336
        stated_counts       VARCHAR         6211       308                  -                  -                  -                  -
        permit_status       VARCHAR        26921         7                  -                  -                  -                  -
     permit_milestone       VARCHAR        26921         7                  -                  -                  -                  -
  any_permit_complete       BOOLEAN        14841         2                  -                  -                  -                  -
repeat_permit_numbers       VARCHAR          315       315                  -                  -                  -                  -
             latitude        DOUBLE        26817     19828  41.64809709816912  42.02261774982914  41.88486070611395 0.0703092508982954
            longitude        DOUBLE        26817     19828 -87.94020267400954 -87.52571242675982 -87.67104226072904 0.0506424340142143
          description       VARCHAR        26921     24552                  -                  -                  -                  -
