File: added_zoning_eighteen_review.csv
Rows: 18
Columns: 40
SHA-256 (saved bytes): 8dec00dd6e907b565afee1381dbf3952a81a84fe856dfcc4665f5fd23061f129
Key: project_id
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                           column inferred_type non_missing distinct                    min               max               mean                  sd
                       project_id       VARCHAR          18       18                      -                 -                  -                   -
                   previous_group       VARCHAR          18        4                      -                 -                  -                   -
                    source_family       VARCHAR          18        1                      -                 -                  -                   -
                construction_year        BIGINT          18        8                   2006              2019 2012.3333333333333  4.1586196805020625
                     within_500ft       BOOLEAN          18        1                      -                 -                  -                   -
          construction_zone_group       VARCHAR          18        4                      -                 -                  -                   -
         zoning_assignment_source       VARCHAR          18        4                      -                 -                  -                   -
             zoning_decision_note       VARCHAR           0        0                      -                 -                  -                   -
     adjacent_event_between_dates       BOOLEAN          18        1                      -                 -                  -                   -
   coincident_event_between_dates       BOOLEAN          18        2                      -                 -                  -                   -
                  component_count        BIGINT          18        1                      1                 1                1.0                 0.0
          matched_component_count        BIGINT          18        2                      0                 1 0.1111111111111111 0.32338083338177726
            exact_component_count        BIGINT          18        1                      0                 0                0.0                 0.0
         adjacent_component_count        BIGINT          18        2                      0                 1 0.1111111111111111 0.32338083338177726
                     exact_groups       VARCHAR           0        0                      -                 -                  -                   -
                  adjacent_groups       VARCHAR           2        2                      -                 -                  -                   -
                  zone_group_2006       VARCHAR          17        4                      -                 -                  -                   -
                  zone_group_2012       VARCHAR          18        5                      -                 -                  -                   -
                  zone_group_2014       VARCHAR          18        5                      -                 -                  -                   -
                  zone_group_2016       VARCHAR          18        4                      -                 -                  -                   -
                  zone_group_2025       VARCHAR          18        4                      -                 -                  -                   -
            ordinance_number_2025       VARCHAR           8        6                      -                 -                  -                   -
              ordinance_date_2025          DATE           8        6                      -                 -                  -                   -
              clerk_document_2025       VARCHAR           8        6                      -                 -                  -                   -
            nearest_validated_pin        BIGINT          18       18         13353210220000    20251140520000 17328383853888.889   2303922610132.662
           nearest_validated_year        BIGINT          18        9                   2006              2020 2012.2777777777778   4.184081254912758
          nearest_validated_group       VARCHAR          18        5                      -                 -                  -                   -
    nearest_validated_distance_ft        DOUBLE          18       18 1.4308207167521403e-05 28.86744031762663  4.401371542171073    9.06200188896082
                              pin        BIGINT          18       18         13353210220000    20251140520000 17328383853888.889   2303922610132.662
     construction_year_historical        BIGINT          18        9                   2006              2020 2012.2777777777778   4.184081254912758
                      anchor_date          DATE          18        5                      -                 -                  -                   -
                anchor_zone_group       VARCHAR          18        5                      -                 -                  -                   -
construction_zone_group_supported       BOOLEAN          18        1                      -                 -                  -                   -
                      matter_file       VARCHAR           8        6                      -                 -                  -                   -
               matter_passed_date          DATE           8        6                      -                 -                  -                   -
                     matter_title       VARCHAR           8        6                      -                 -                  -                   -
              all_five_maps_agree       BOOLEAN          18        2                      -                 -                  -                   -
                    group_changed       BOOLEAN          18        2                      -                 -                  -                   -
                         evidence       VARCHAR          18        3                      -                 -                  -                   -
                          verdict       VARCHAR          18        2                      -                 -                  -                   -
