File: rent_with_ward_distances_full_through2022.parquet
Rows: 1431154
Columns: 83
SHA-256 (saved bytes): acba24e2a105949f7868f105988fa7db3f9f82e74013fa36dece1d0a0969fca0
Key: rent_panel_id
Types: Stored Parquet schema.
Distinct counts: approximate (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                                        column inferred_type non_missing distinct                  min                max                 mean                  sd
                                 rent_panel_id       VARCHAR     1431154  1569088                    -                  -                    -                   -
                                  analysis_key       VARCHAR     1431154   512432                    -                  -                    -                   -
                                    key_source       VARCHAR     1431154        1                    -                  -                    -                   -
                                   property_id       VARCHAR           0        0                    -                  -                    -                   -
                                       unit_id       VARCHAR           0        0                    -                  -                    -                   -
                                  property_key       VARCHAR     1431154   215292                    -                  -                    -                   -
                                 floorplan_key       VARCHAR     1431154   512432                    -                  -                    -                   -
                                  address_norm       VARCHAR     1316643   189676                    -                  -                    -                   -
                               address_missing       INTEGER     1431154        2                    0                  1  0.08001305240386429  0.2713135000025066
                                   month_start          DATE     1431154       96                    -                  -                    -                   -
                           first_observed_date          DATE     1431154     2622                    -                  -                    -                   -
                           first_observed_rent        DOUBLE     1431154    10952                490.0            16713.0   1971.3326036261644  1024.3870016488884
                                   active_days       INTEGER     1431154       29                    1                 31   3.4964881487247355   4.323150375101437
                          distinct_daily_rents       INTEGER     1431154       26                    1                 25   1.5507038376023825   1.619396308484969
                               multi_rent_days        DOUBLE     1431154       32                  0.0               31.0   0.6157660181923119   2.363763482433559
                         same_rent_repeat_days        DOUBLE     1431154       32                  0.0               31.0  0.31864774860008077  1.8018747592771298
                                raw_rows_month        DOUBLE     1431154      553                  1.0             1795.0    5.798625444920672  15.824296434157613
                                            id       VARCHAR     1431154  1327405                    -                  -                    -                   -
                                    rent_price        DOUBLE     1431154   350134    581.1620284598174  19336.59893573796    2262.337551628312   1161.486835554136
                                 building_type       VARCHAR     1392356       17                    -                  -                    -                   -
                           building_type_clean       VARCHAR     1431154        6                    -                  -                    -                   -
                                          beds        DOUBLE     1431154       10                  0.0                8.0   1.6207871410064885  1.0475730586641552
                                         baths        DOUBLE     1427392       18                  0.0                8.0    1.318847135194817   0.545933718006998
                                          sqft        DOUBLE      919795     2761                233.0             6000.0    983.3895172293826   440.1491464156172
                                       laundry       INTEGER     1431154        2                    0                  1    0.486020372370828 0.49980470641954305
                                           gym       INTEGER     1431154        2                    0                  1   0.1921274719561976  0.3939728606516975
                                       doorman       INTEGER     1431154        2                    0                  1   0.1322086931245694  0.3387176327749788
                                     furnished       INTEGER     1431154        2                    0                  1 0.043249713168533925 0.20341879065747093
                                          pool       INTEGER     1431154        2                    0                  1   0.1759377397540726  0.3807673210633876
                                    year_built        DOUBLE        9865       67               1866.0             2017.0   1993.6003041054232  31.301649934695078
                                available_date          DATE       42963      849                    -                  -                    -                   -
                                     file_date          DATE     1431154       96                    -                  -                    -                   -
                                      latitude        DOUBLE     1431154   135968           41.6449348           42.02293    41.89789215958323 0.06366401073290368
                                     longitude        DOUBLE     1431154   102341             -87.9264           -87.5249   -87.64901323368191 0.03910043619973963
                                modal_latitude        DOUBLE     1316643    72730             41.63051          42.038322    41.89660207761523 0.06345720146824611
                               modal_longitude        DOUBLE     1316643    45215             -87.9264         -87.525406   -87.64836283851501 0.03905924656969244
flag_geometry_uses_address_location_correction       BOOLEAN     1431154        2                    -                  -                    -                   -
                    flag_location_questionable       BOOLEAN     1431154        2                    -                  -                    -                   -
                       location_quality_status       VARCHAR     1431154        5                    -                  -                    -                   -
                               assignment_date          DATE     1431154     2622                    -                  -                    -                   -
                              renthub_latitude        DOUBLE     1431154   144760            41.573035          42.043514    41.89788162729512 0.06370449856572691
                             renthub_longitude        DOUBLE     1431154    89354            -88.09281           -87.5249   -87.64904949924734  0.0391471952243647
                                 boundary_year       INTEGER     1431154        2                 2003               2015    2012.226235611262  5.0587964638111576
                                          ward        DOUBLE     1431154       54                  1.0               50.0   29.533069117649113  17.313237140117394
                                 neighbor_ward        DOUBLE     1431154       54                  1.0               50.0    25.01469373666286   17.70895031154028
                                  ward_pair_id       VARCHAR     1431154      149                    -                  -                    -                   -
                                        dist_m        DOUBLE     1431154   152769 0.005171906871675538  8572.922632431482    366.1965782068445  343.33275629325396
                flag_modal_sensitivity_checked       BOOLEAN     1431154        2                    -                  -                    -                   -
                                    modal_ward       INTEGER      912305       45                    1                 50   26.423404453554458   17.60854754501604
                           modal_neighbor_ward       INTEGER      912305       45                    1                 50   24.999378497322716  17.051577676017516
                            modal_ward_pair_id       VARCHAR      912305      149                    -                  -                    -                   -
                                  modal_dist_m        DOUBLE      912305    99992 0.005171906871675538 2475.2666806011334   184.97876165888243  128.45149255047434
                                 modal_dist_ft        DOUBLE      912305    91165  0.01696819839788562  8120.953676512904    606.8857009806271   421.4287813335669
                 flag_modal_assignment_missing       BOOLEAN     1431154        2                    -                  -                    -                   -
                       flag_modal_changes_ward       BOOLEAN     1431154        2                    -                  -                    -                   -
              flag_modal_changes_neighbor_ward       BOOLEAN     1431154        2                    -                  -                    -                   -
                       flag_modal_changes_pair       BOOLEAN     1431154        2                    -                  -                    -                   -
                  flag_modal_dist_diff_gt100ft       BOOLEAN     1431154        2                    -                  -                    -                   -
                 flag_rd_location_questionable       BOOLEAN     1431154        2                    -                  -                    -                   -
                                    month_join        DOUBLE     1431154      118               2014.0 2022.9166666666667   2017.6315687086499  2.6598595449222255
                                  alderman_own       VARCHAR     1431154       79                    -                  -                    -                   -
                             alderman_neighbor       VARCHAR     1431154       79                    -                  -                    -                   -
                     flag_missing_own_alderman       BOOLEAN     1431154        1                    -                  -                    -                   -
                flag_missing_neighbor_alderman       BOOLEAN     1431154        1                    -                  -                    -                   -
                  flag_missing_alderman_lookup       BOOLEAN     1431154        1                    -                  -                    -                   -
                               rent_year_month       VARCHAR     1431154      118                    -                  -                    -                   -
                  rent_price_cpi_chi_all_items        DOUBLE     1431154      104              225.027            278.415   237.86490258527198  14.273178023211214
                   rent_price_deflator_to_2022        DOUBLE     1431154      108    0.981829582936743  1.214770153507505   1.1530017058696498  0.0633385709455111
                            rent_price_nominal        DOUBLE     1431154    16287                490.0            16713.0   1969.3947159617344  1022.3471743219224
                                    segment_id       VARCHAR      989256     2756                    -                  -                    -                   -
                                segment_reason       VARCHAR     1431154        2                    -                  -                    -                   -
                           analysis_segment_id       VARCHAR      989256     2756                    -                  -                    -                   -
                                 valid_segment       BOOLEAN      989256        1                    -                  -                    -                   -
                                invalid_reason       VARCHAR      989256        1                    -                  -                    -                   -
                             segment_length_ft        DOUBLE      989256     2645   10.013376054993406 1965.2452099191446   1264.5309883610016   252.6811965448117
                               segment_lt500ft       BOOLEAN      989256        2                    -                  -                    -                   -
                              segment_lt1000ft       BOOLEAN      989256        2                    -                  -                    -                   -
                                strictness_own        DOUBLE     1431154       82   -3.445538716858031   1.92258614552904  0.11831173706285855  0.8036436943530455
                           strictness_neighbor        DOUBLE     1431154       82   -3.445538716858031   1.92258614552904  0.03513452345738252   0.800820401520093
                                          sign        DOUBLE     1431154        2                 -1.0                1.0  0.07200622714257165  0.9974045309537801
                                 signed_dist_m        DOUBLE     1431154   164028   -4921.739446787049  8572.922632431482    61.51474784841684  498.19006642855067
                                       dist_ft        DOUBLE     1431154   188070  0.01696819839788562  28126.38658934213    1201.432343198931   1126.419804111751
                                   signed_dist        DOUBLE     1431154   146739  -16147.439129878769  28126.38658934213    201.8200388727394  1634.4818452379952
